time,energy_average,baseline,flexibility_above,flexibility_below
2025-06-04 00:00:00+00:00,0.0,83.305,108.12,72.53
2025-06-04 01:00:00+00:00,0.0,84.015,109.0,72.98
2025-06-04 02:00:00+00:00,0.0,84.5025,109.0,73.23
2025-06-04 03:00:00+00:00,0.0,88.1825,109.0,73.15
2025-06-04 04:00:00+00:00,0.0,84.6575,108.78,72.53
2025-06-04 05:00:00+00:00,0.0,92.26750000000001,109.47,73.28
2025-06-04 06:00:00+00:00,0.0,115.315,124.95,108.62
2025-06-04 07:00:00+00:00,0.0,145.14249999999998,304.83,75.77
2025-06-04 08:00:00+00:00,0.0,127.99,251.72,71.57
2025-06-04 09:00:00+00:00,0.0,156.9225,321.72,79.52
2025-06-04 10:00:00+00:00,0.0,183.53000000000003,350.16,78.83
2025-06-04 11:00:00+00:00,0.0,106.57,137.27,74.6
2025-06-04 12:00:00+00:00,0.0,99.4575,111.33,83.15
2025-06-04 13:00:00+00:00,0.0,92.14250000000001,109.23,69.47
2025-06-04 14:00:00+00:00,0.0,97.5,113.22,73.82
2025-06-04 15:00:00+00:00,0.0,121.0075,189.4,81.57
2025-06-04 16:00:00+00:00,0.0,133.9975,260.77,82.3
2025-06-04 17:00:00+00:00,0.0,132.6775,196.48,107.97
2025-06-04 18:00:00+00:00,0.0,131.21,167.85,107.25
2025-06-04 19:00:00+00:00,0.0,130.565,146.03,108.33
2025-06-04 20:00:00+00:00,0.0,132.2325,155.26,108.73
2025-06-04 21:00:00+00:00,0.0,105.085,117.32,91.53
2025-06-04 22:00:00+00:00,0.0,87.705,109.0,73.28
2025-06-04 23:00:00+00:00,0.0,85.5425,109.12,73.98
