time,forecasted_sPMV
2025-06-04 00:00:00+00:00,-0.33295316
2025-06-04 01:00:00+00:00,-0.3346928
2025-06-04 02:00:00+00:00,-0.334864
2025-06-04 03:00:00+00:00,-0.3341187
2025-06-04 04:00:00+00:00,-0.3330662
2025-06-04 05:00:00+00:00,-0.33161053
2025-06-04 06:00:00+00:00,-0.32973483
2025-06-04 07:00:00+00:00,-0.3273798
2025-06-04 08:00:00+00:00,-0.32439855
2025-06-04 09:00:00+00:00,-0.32068348
2025-06-04 10:00:00+00:00,-0.3161199
2025-06-04 11:00:00+00:00,-0.31050065
2025-06-04 12:00:00+00:00,-0.30355152
2025-06-04 13:00:00+00:00,-0.2949236
2025-06-04 14:00:00+00:00,-0.2841644
2025-06-04 15:00:00+00:00,-0.27072123
2025-06-04 16:00:00+00:00,-0.25385067
2025-06-04 17:00:00+00:00,-0.232977
2025-06-04 18:00:00+00:00,-0.20735323
2025-06-04 19:00:00+00:00,-0.17385334
2025-06-04 20:00:00+00:00,-0.13130128
2025-06-04 21:00:00+00:00,-0.07666955
2025-06-04 22:00:00+00:00,-0.00926359
2025-06-04 23:00:00+00:00,0.07035687
