time,sPMV,baseline,flexibility_below,flexibility_above,energy_average,t_r,rh_r,hour,day_of_week,is_weekend,synthetic_baseline,synthetic_flexibility_above,synthetic_flexibility_below,co2_ppm,forecasted_sPMV,synthetic_t_r,synthetic_rh_r,synthetic_energy
2024-07-01 00:00:00+00:00,1.31,487.8285925925926,352.7242222222221,656.1733333333335,123.68,28.75010852872223,57.57086067199999,0,0,0,1,1,1,569.5074946317179,-0.33140406,,,
2024-07-01 01:00:00+00:00,1.3,511.8316485507247,365.8189130434783,680.6878260869563,130.42,28.70177515958332,57.83375735799999,1,0,0,1,1,1,503.9552151364581,-0.3329081,,,
2024-07-01 02:00:00+00:00,1.28,532.9319444444444,393.1046666666667,716.5282222222221,138.18,28.622136878194443,58.20147300319445,2,0,0,1,1,1,452.0924140576547,-0.334219,,,
2024-07-01 03:00:00+00:00,1.26,575.1766851851853,409.3782222222223,820.5437777777778,485.15,28.56750459069433,58.625503381138856,3,0,0,1,1,1,474.8025223702813,-0.3344398,,,
2024-07-01 04:00:00+00:00,1.25,562.5424629629629,422.6108888888888,729.2744444444444,378.95,28.53046937630552,59.0051088015834,4,0,0,1,1,1,527.9913575613061,-0.33350673,,,
2024-07-01 05:00:00+00:00,1.25,555.4246111111113,422.0431111111111,742.4711111111112,195.98,28.51252534697229,59.1325471031389,5,0,0,1,1,1,478.93783612430576,-0.33223212,,,
2024-07-01 06:00:00+00:00,1.25,567.8420185185186,408.9475555555556,799.728888888889,150.38,28.517358738388868,59.1791765108611,6,0,0,1,1,1,639.5071966483061,-0.33061308,,,
2024-07-01 07:00:00+00:00,1.21,532.216974637681,378.9734782608697,716.164347826087,124.2,28.3692760887778,59.9331102580833,7,0,0,1,1,1,874.9864164534266,-0.3285319,,,
2024-07-01 08:00:00+00:00,1.19,575.6613636363637,383.87772727272727,770.8152272727274,125.68,28.314886607222217,59.43021221149995,8,0,0,1,1,1,901.7284676922376,-0.32587925,,,
2024-07-01 09:00:00+00:00,1.21,648.487034883721,397.80674418604656,980.4102325581392,270.0,28.40449104239553,58.17227099526466,9,0,0,1,1,1,1036.21837586708,-0.322544,,,
2024-07-01 10:00:00+00:00,1.05,642.5629457364341,404.8439534883723,855.4093023255814,693.76,28.01696994055555,51.81925182341669,10,0,0,1,1,1,1137.906766778269,-0.31840998,,,
2024-07-01 11:00:00+00:00,0.88,642.5134848484848,411.4327272727273,932.7515909090909,157.23,27.50410946724997,49.08219565291665,11,0,0,1,1,1,1178.5874657782438,-0.31329203,,,
2024-07-01 12:00:00+00:00,0.78,528.8558914728683,357.1420930232557,778.6790697674417,160.08,27.19105482493036,48.692254186072425,12,0,0,1,1,1,1186.3590387671663,-0.3069212,,,
2024-07-01 13:00:00+00:00,0.7,466.7449806201551,327.9918604651163,634.8472093023257,168.46,26.934525437222227,47.62759007363885,13,0,0,1,1,1,1165.5228523581825,-0.29896617,,,
2024-07-01 14:00:00+00:00,0.62,521.1440185185186,350.2628888888888,762.3948888888887,675.07,26.68127547952774,47.38878815949998,14,0,0,1,1,1,1050.8560485611254,-0.28896442,,,
2024-07-01 15:00:00+00:00,0.56,517.2408901515153,356.72,723.896818181818,164.72,26.46619206552779,47.45308341980554,15,0,0,1,1,1,1111.10471578473,-0.27642897,,,
2024-07-01 16:00:00+00:00,0.54,573.3179347826087,419.383695652174,803.9765217391302,176.93,26.37827563302777,48.56725727713889,16,0,0,1,1,1,1169.942208462368,-0.26112047,,,
2024-07-01 17:00:00+00:00,0.7,656.6653623188405,450.6004347826088,909.8304347826084,164.82,26.85460914549999,51.00653405727778,17,0,0,1,1,1,1147.3465850505363,-0.24185863,,,
2024-07-01 18:00:00+00:00,0.79,585.0329891304348,418.6808695652174,794.724347826087,165.82,27.1393871522222,52.46807807311112,18,0,0,1,1,1,1018.2473902261548,-0.21739459,,,
2024-07-01 19:00:00+00:00,0.79,554.7611050724638,367.9373913043478,785.7417391304349,166.07,27.100859006222244,54.13896692086109,19,0,0,1,1,1,863.2675718434563,-0.17925021,,,
2024-07-01 20:00:00+00:00,0.8,527.8625181159421,361.5406521739131,706.1669565217392,160.26,27.125597274310856,54.99936161448679,20,0,0,1,1,1,855.2102904216657,-0.13632432,,,
