time,forecasted_sPMV
2025-06-04 00:00:00+00:00,-0.33270597
2025-06-04 01:00:00+00:00,-0.33196416
2025-06-04 02:00:00+00:00,-0.3310702
2025-06-04 03:00:00+00:00,-0.3299631
2025-06-04 04:00:00+00:00,-0.3286152
2025-06-04 05:00:00+00:00,-0.3269721
2025-06-04 06:00:00+00:00,-0.3248731
2025-06-04 07:00:00+00:00,-0.32221353
2025-06-04 08:00:00+00:00,-0.31889582
2025-06-04 09:00:00+00:00,-0.31479138
2025-06-04 10:00:00+00:00,-0.3097721
2025-06-04 11:00:00+00:00,-0.30366328
2025-06-04 12:00:00+00:00,-0.29621562
2025-06-04 13:00:00+00:00,-0.28709218
2025-06-04 14:00:00+00:00,-0.27582562
2025-06-04 15:00:00+00:00,-0.26189786
2025-06-04 16:00:00+00:00,-0.24456438
2025-06-04 17:00:00+00:00,-0.22288623
2025-06-04 18:00:00+00:00,-0.19563305
2025-06-04 19:00:00+00:00,-0.16116408
2025-06-04 20:00:00+00:00,-0.117613085
2025-06-04 21:00:00+00:00,-0.06324991
2025-06-04 22:00:00+00:00,0.0024884343
2025-06-04 23:00:00+00:00,0.076404504
