time,sPMV,baseline,flexibility_below,flexibility_above,energy_average,t_r,rh_r,hour,day_of_week,is_weekend,synthetic_baseline,synthetic_flexibility_above,synthetic_flexibility_below,co2_ppm,forecasted_sPMV,synthetic_t_r,synthetic_rh_r,synthetic_energy
2024-07-01 00:00:00+00:00,0.94,75.07827898550727,66.55630434782609,89.99913043478261,72.5,27.59591502033332,54.56351122330553,0,0,0,1,1,1,508.0880556313625,-0.3334848,,,
2024-07-01 01:00:00+00:00,0.97,72.50893115942029,67.03369565217392,80.7426086956522,72.52,27.67902617519438,55.13542963650008,1,0,0,1,1,1,493.125709954976,-0.33389294,,,
2024-07-01 02:00:00+00:00,0.99,70.20128623188408,66.36630434782606,74.3891304347826,72.48,27.74501325629524,55.51117555417827,2,0,0,1,1,1,455.1019571998157,-0.33513814,,,
2024-07-01 03:00:00+00:00,1.0,71.53452898550724,66.8121739130435,79.17043478260872,71.75,27.76405422016666,55.97177104950004,3,0,0,1,1,1,455.9165801554191,-0.33486167,,,
2024-07-01 04:00:00+00:00,1.03,89.42634057971014,65.52434782608697,145.99304347826083,70.6,27.84332388700002,56.0013353770833,4,0,0,1,1,1,374.5789842049811,-0.33410594,,,
2024-07-01 05:00:00+00:00,1.03,112.76856884057968,71.84065217391301,190.7147826086956,93.5,27.868331744361164,55.91308533327773,5,0,0,1,1,1,504.25215799468,-0.3329764,,,
2024-07-01 06:00:00+00:00,1.15,158.28932971014493,80.27521739130428,324.7269565217392,75.07,28.266814163166647,55.22365158952779,6,0,0,1,1,1,571.430129986926,-0.33156005,,,
2024-07-01 07:00:00+00:00,1.08,139.10753623188407,81.77739130434779,238.9215217391303,79.5,28.094642049749314,52.43006671704739,7,0,0,1,1,1,803.7801559491152,-0.32979888,,,
2024-07-01 08:00:00+00:00,0.65,129.91074275362325,72.20326086956524,246.786304347826,117.13,26.781498628416653,47.25850223977778,8,0,0,1,1,1,1025.4439811272944,-0.32756093,,,
2024-07-01 09:00:00+00:00,0.4,124.15916666666664,71.46600000000005,216.1835555555556,356.83,25.92273060284126,47.06665145337049,9,0,0,1,1,1,1071.817289345366,-0.32475692,,,
2024-07-01 10:00:00+00:00,0.48,169.2604891304348,84.94500000000002,307.39956521739134,335.3,26.20671051298047,46.62364836440111,10,0,0,1,1,1,1173.0435239775904,-0.32127288,,,
2024-07-01 11:00:00+00:00,0.59,146.0319384057971,87.01565217391301,230.826956521739,116.53,26.418870573753487,54.41960099179269,11,0,0,1,1,1,1284.7849796247883,-0.317,,,
2024-07-01 12:00:00+00:00,0.77,109.38405797101444,76.64282608695649,146.115652173913,146.42,26.971359306083336,56.47333354955553,12,0,0,1,1,1,1169.469865138213,-0.3116968,,,
2024-07-01 13:00:00+00:00,0.7,139.9101449275362,89.31108695652176,212.42999999999992,113.08,26.77338952871502,55.744970886340745,13,0,0,1,1,1,1211.6086439510923,-0.30510697,,,
