time,energy_average,baseline,flexibility_above,flexibility_below
2025-06-04 00:00:00+00:00,0.0,349.4347058823529,349.4347058823529,349.4347058823529
2025-06-04 01:00:00+00:00,0.0,366.0608823529412,366.0608823529412,366.0608823529412
2025-06-04 02:00:00+00:00,0.0,383.8314705882353,383.8314705882353,383.8314705882353
2025-06-04 03:00:00+00:00,0.0,388.1941176470588,388.1941176470588,388.1941176470588
2025-06-04 04:00:00+00:00,0.0,443.5514705882353,443.5514705882353,443.5514705882353
2025-06-04 05:00:00+00:00,0.0,495.82235294117646,495.82235294117646,495.82235294117646
2025-06-04 06:00:00+00:00,0.0,552.354705882353,552.354705882353,552.354705882353
2025-06-04 07:00:00+00:00,0.0,491.9620588235294,491.9620588235294,491.9620588235294
2025-06-04 08:00:00+00:00,0.0,432.5,432.5,432.5
2025-06-04 09:00:00+00:00,0.0,412.0875757575757,412.0875757575757,412.0875757575757
2025-06-04 10:00:00+00:00,0.0,486.4703125,486.4703125,486.4703125
2025-06-04 11:00:00+00:00,0.0,521.071875,521.071875,521.071875
2025-06-04 12:00:00+00:00,0.0,457.071875,457.071875,457.071875
2025-06-04 13:00:00+00:00,0.0,384.8464516129032,384.8464516129032,384.8464516129032
2025-06-04 14:00:00+00:00,0.0,398.7448387096774,398.7448387096774,398.7448387096774
2025-06-04 15:00:00+00:00,0.0,468.9503125,468.9503125,468.9503125
2025-06-04 16:00:00+00:00,0.0,545.6990625,545.6990625,545.6990625
2025-06-04 17:00:00+00:00,0.0,566.6571875,566.6571875,566.6571875
2025-06-04 18:00:00+00:00,0.0,607.993125,607.993125,607.993125
2025-06-04 19:00:00+00:00,0.0,561.3009375,561.3009375,561.3009375
2025-06-04 20:00:00+00:00,0.0,480.1778125,480.1778125,480.1778125
2025-06-04 21:00:00+00:00,0.0,478.4465625,478.4465625,478.4465625
2025-06-04 22:00:00+00:00,0.0,512.046875,512.046875,512.046875
2025-06-04 23:00:00+00:00,0.0,459.591875,459.591875,459.591875
