time,energy_average,baseline,flexibility_above,flexibility_below
2025-06-04 00:00:00+00:00,0.0,103.28,139.13,61.66
2025-06-04 01:00:00+00:00,0.0,101.9425,136.07,79.22
2025-06-04 02:00:00+00:00,0.0,100.31249999999999,130.95,62.7
2025-06-04 03:00:00+00:00,0.0,111.72,138.15,72.68
2025-06-04 04:00:00+00:00,0.0,89.7775,137.65,58.17
2025-06-04 05:00:00+00:00,0.0,123.17750000000001,157.63,66.45
2025-06-04 06:00:00+00:00,0.0,165.2725,254.52,75.77
2025-06-04 07:00:00+00:00,0.0,176.885,205.42,106.15
2025-06-04 08:00:00+00:00,0.0,88.25,132.5,54.9
2025-06-04 09:00:00+00:00,0.0,95.3675,130.78,61.5
2025-06-04 10:00:00+00:00,0.0,178.8175,274.83,54.12
2025-06-04 11:00:00+00:00,0.0,422.825,968.9,134.32
2025-06-04 12:00:00+00:00,0.0,258.1875,624.45,107.68
2025-06-04 13:00:00+00:00,0.0,270.90500000000003,666.37,67.45
2025-06-04 14:00:00+00:00,0.0,300.71999999999997,942.47,67.85
2025-06-04 15:00:00+00:00,0.0,191.7575,436.32,81.03
2025-06-04 16:00:00+00:00,0.0,89.705,127.12,59.27
2025-06-04 17:00:00+00:00,0.0,187.11,315.25,94.13
2025-06-04 18:00:00+00:00,0.0,142.0525,228.3,88.58
2025-06-04 19:00:00+00:00,0.0,208.02249999999998,352.72,84.68
2025-06-04 20:00:00+00:00,0.0,174.0875,275.6,73.85
2025-06-04 21:00:00+00:00,0.0,253.6875,372.67,143.28
2025-06-04 22:00:00+00:00,0.0,215.0375,292.93,157.22
2025-06-04 23:00:00+00:00,0.0,130.57,199.8,97.18
