time,sPMV,baseline,flexibility_below,flexibility_above,energy_average,t_r,rh_r,hour,day_of_week,is_weekend,synthetic_baseline,synthetic_flexibility_above,synthetic_flexibility_below,co2_ppm,forecasted_sPMV
2024-07-01 00:00:00+00:00,0.54,101.87653985507248,76.4141304347826,126.17173913043476,114.97,26.03894284541669,65.07337443052776,0,0,0,1,1,1,603.5874516127826,-0.33024964
2024-07-01 01:00:00+00:00,0.59,90.46771739130436,63.642608695652186,116.66195652173911,107.98,26.235942062722167,64.66846582630552,1,0,0,1,1,1,504.68440538672274,-0.3298461
2024-07-01 02:00:00+00:00,0.6,96.7251630434783,71.34086956521739,120.3208695652174,83.55,26.2599687983566,64.79129974027853,2,0,0,1,1,1,495.1920109790571,-0.33117113
2024-07-01 03:00:00+00:00,0.61,94.58489130434783,71.65695652173915,117.80695652173912,138.55,26.283359507111093,64.95420453830556,3,0,0,1,1,1,480.8077911227277,-0.3318195
2024-07-01 04:00:00+00:00,0.63,96.46753623188404,68.12630434782609,120.32782608695652,55.77,26.352830488916627,64.84705015813884,4,0,0,1,1,1,450.9897024522328,-0.3331386
2024-07-01 05:00:00+00:00,0.65,99.03940217391305,71.08434782608695,133.41499999999994,141.8,26.418302902444424,64.73911531258335,5,0,0,1,1,1,515.7927827129572,-0.333944
2024-07-01 06:00:00+00:00,0.71,111.00577898550723,69.65652173913044,162.81934782608684,83.9,26.6408036870833,64.23728912111106,6,0,0,1,1,1,592.7555690651335,-0.3327685
2024-07-01 07:00:00+00:00,0.75,158.79646739130433,91.59826086956524,242.0180434782609,116.18,26.782525725055617,63.940787241277775,7,0,0,1,1,1,692.5402026771409,-0.33224156
2024-07-01 08:00:00+00:00,0.75,151.99480072463774,87.55152173913044,235.503695652174,190.83,26.753067606740995,64.35304963693592,8,0,0,1,1,1,945.7767675906262,-0.32982066
2024-07-01 09:00:00+00:00,0.77,117.43188888888888,69.3968888888889,190.1288888888888,83.75,26.8403596233056,63.81252582333331,9,0,0,1,1,1,1121.0330214975918,-0.32670888
