time,sPMV,baseline,flexibility_below,flexibility_above,energy_average,t_r,rh_r,hour,day_of_week,is_weekend,synthetic_baseline,synthetic_flexibility_above,synthetic_flexibility_below,co2_ppm,forecasted_sPMV
2024-07-01 00:00:00+00:00,0.7,96.56505434782608,82.59695652173914,108.72304347826088,111.43,26.658331913472203,60.604665470083326,0,0,0,1,1,1,600.4583851407327,-0.33065277
2024-07-01 01:00:00+00:00,0.73,93.2648007246377,81.06282608695653,105.33978260869564,82.85,26.78916561413888,60.26533410811115,1,0,0,1,1,1,519.4220686990074,-0.32951382
2024-07-01 02:00:00+00:00,0.76,94.67097826086956,81.21152173913039,109.91586956521742,110.92,26.877964030863545,60.060200290111375,2,0,0,1,1,1,499.2136608824336,-0.32974848
2024-07-01 03:00:00+00:00,0.92,96.09126811594206,82.81434782608694,108.16304347826085,103.17,27.4396347907242,58.57218095782731,3,0,0,1,1,1,540.4094686349538,-0.3294324
2024-07-01 04:00:00+00:00,0.98,93.50364130434782,80.72152173913042,108.82391304347826,99.4,27.632387797138875,58.14378469255558,4,0,0,1,1,1,480.4536998976097,-0.33048618
2024-07-01 05:00:00+00:00,1.01,144.88313405797103,100.5032608695652,185.97456521739133,266.42,27.687372332926103,61.46296717900568,5,0,0,1,1,1,568.1841143424562,-0.33194956
2024-07-01 06:00:00+00:00,1.05,185.3922644927536,115.55521739130428,285.4289130434783,114.87,27.763234713910595,63.29454735248604,6,0,0,1,1,1,697.6767634635146,-0.33067703
2024-07-01 07:00:00+00:00,1.11,195.19572222222223,124.53755555555554,309.6077777777778,119.15,28.04449798258332,60.28200772602777,7,0,0,1,1,1,762.4962285211072,-0.3284365
2024-07-01 08:00:00+00:00,1.09,163.5574444444444,100.61422222222222,260.92422222222217,96.28,27.99501250128133,59.58167871465186,8,0,0,1,1,1,987.5907783195788,-0.32538047
2024-07-01 09:00:00+00:00,0.96,161.84166666666667,93.05545454545457,276.8040909090909,118.6,27.56255421605555,59.44378800908336,9,0,0,1,1,1,1045.5909921740088,-0.32188594
2024-07-01 10:00:00+00:00,0.34,235.7297037037037,96.57666666666668,446.76488888888895,319.77,25.547804112111123,55.89488351580556,10,0,0,1,1,1,1117.3969628932396,-0.31758416
2024-07-01 11:00:00+00:00,0.2,207.79846296296293,119.76688888888891,370.29933333333344,131.23,25.11726642266106,54.54419083142857,11,0,0,1,1,1,1169.6427002131995,-0.3120461
2024-07-01 12:00:00+00:00,0.16,143.49122222222223,107.78622222222224,191.0084444444445,160.39,24.89680200481894,58.472765771197786,12,0,0,1,1,1,1215.0632229321304,-0.30509335
2024-07-01 13:00:00+00:00,0.28,121.65946296296292,98.872,151.88688888888888,167.9,25.26916114483331,61.56867723480556,13,0,0,1,1,1,1035.927245628055,-0.29639304
2024-07-01 14:00:00+00:00,0.28,122.5201666666667,90.51755555555556,175.64933333333326,106.28,25.23752612594444,62.52907137374995,14,0,0,1,1,1,1036.1955753723255,-0.28547284
2024-07-01 15:00:00+00:00,0.24,150.7130303030303,88.94886363636368,287.0704545454546,116.07,25.10113817797225,62.462251705555474,15,0,0,1,1,1,1108.5421214956075,-0.27182785
2024-07-01 16:00:00+00:00,0.33,137.61112962962963,92.28666666666666,221.93066666666664,94.25,25.41885978217763,61.13277984020055,16,0,0,1,1,1,1304.415974685516,-0.25460166
2024-07-01 17:00:00+00:00,0.3,194.0753703703704,123.0993333333333,300.47444444444443,467.63,25.316609838527807,61.14863609741664,17,0,0,1,1,1,1124.9727775761296,-0.23440087
2024-07-01 18:00:00+00:00,0.41,186.0481851851852,122.92355555555554,245.93711111111128,180.25,25.68754955396068,61.58747753401684,18,0,0,1,1,1,981.4677482908515,-0.20992082
2024-07-01 19:00:00+00:00,0.37,158.6776481481482,119.43266666666663,197.4400000000001,226.87,25.52586191108937,62.24025142379884,19,0,0,1,1,1,801.3565518576388,-0.1761902
2024-07-01 20:00:00+00:00,0.43,149.04570370370377,120.97200000000004,177.08977777777773,165.62,25.74063798599996,61.73391344274998,20,0,0,1,1,1,767.273361434374,-0.12818724
2024-07-01 21:00:00+00:00,0.66,135.37792592592592,113.54288888888888,156.26377777777782,121.93,26.55086035563218,59.44764995557471,21,0,0,1,1,1,765.2614371617402,-0.073543556
2024-07-01 22:00:00+00:00,0.84,126.25774074074074,106.00866666666664,147.53311111111103,104.18,27.18348959699705,57.55776153437318,22,0,0,1,1,1,648.6992473416018,-0.0018818974
2024-07-01 23:00:00+00:00,0.77,106.5726851851852,93.3437777777778,119.94155555555552,108.32,26.93933116624997,57.99428864586109,23,0,0,1,1,1,551.246227416085,0.07546881
2024-07-02 00:00:00+00:00,0.62,96.10594444444445,82.52155555555554,110.84133333333337,79.88,26.43211647949865,58.649293118635065,0,1,0,1,1,1,526.6127212730468,-0.33065277
2024-07-02 01:00:00+00:00,0.61,94.55524074074074,80.98177777777775,106.64288888888883,109.47,26.4265709670474,57.98370141387184,1,1,0,1,1,1,417.75925087209936,-0.33561707
2024-07-02 02:00:00+00:00,0.58,93.03524074074076,82.17733333333334,105.3597777777778,86.52,26.3188319571666,57.29921665149998,2,1,0,1,1,1,488.7938525482994,-0.34131566
2024-07-02 03:00:00+00:00,0.57,96.91568518518524,83.95888888888888,108.84822222222222,103.1,26.301136869666617,56.84120744044441,3,1,0,1,1,1,477.9797289853405,-0.34458032
2024-07-02 04:00:00+00:00,0.59,100.12688888888889,81.89933333333337,123.34088888888884,106.75,26.399526776611097,56.39461769538886,4,1,0,1,1,1,441.69600847456206,-0.34519953
2024-07-02 05:00:00+00:00,0.59,147.56916666666666,101.24822222222224,207.3295555555556,180.43,26.37747136177778,56.21647213819446,5,1,0,1,1,1,599.7575381718216,-0.34733558
2024-07-02 06:00:00+00:00,0.5,195.8139074074074,112.26,310.2586666666666,292.18,26.09511541802778,56.46721761494449,6,1,0,1,1,1,656.0936101551456,-0.346687
2024-07-02 07:00:00+00:00,0.52,206.04288888888888,127.84088888888888,295.4284444444446,117.53,26.16097103766666,56.463698747416686,7,1,0,1,1,1,724.528717155627,-0.3433649
2024-07-02 08:00:00+00:00,0.65,169.31755555555554,96.42288888888886,286.70577777777777,125.55,26.59986004852778,55.86193259572224,8,1,0,1,1,1,1011.2208283484104,-0.34138235
2024-07-02 09:00:00+00:00,0.76,184.84568518518523,88.9897777777778,323.5706666666665,102.23,26.95627608341661,55.68497510494444,9,1,0,1,1,1,1042.1060943032587,-0.34157208
2024-07-02 10:00:00+00:00,0.77,241.680537037037,117.34155555555556,410.6786666666666,297.98,27.00138750088888,55.84284406236111,10,1,0,1,1,1,1078.6762876733496,-0.3414925
2024-07-02 11:00:00+00:00,0.29,359.13833333333326,202.47466666666656,533.6575555555557,252.53,25.43014246387185,54.4957483763231,11,1,0,1,1,1,1150.165794919354,-0.3414013
2024-07-02 12:00:00+00:00,0.16,244.945925925926,143.6162222222222,374.41888888888894,131.08,24.998981688138883,53.45196930555561,12,1,0,1,1,1,1296.5870694258,-0.34127232
2024-07-02 13:00:00+00:00,-0.08,164.11931481481486,101.11111111111111,282.65666666666664,144.72,24.163498126527774,54.43572947180553,13,1,0,1,1,1,1099.8153059834556,-0.3410511
2024-07-02 14:00:00+00:00,-0.13,152.26296296296303,95.11866666666668,246.2284444444445,426.53,23.96574816194444,57.05311962763888,14,1,0,1,1,1,1038.4815287236097,-0.3408036
