time,forecasted_sPMV
2025-06-04 00:00:00+00:00,-0.33392102
2025-06-04 01:00:00+00:00,-0.3350525
2025-06-04 02:00:00+00:00,-0.33557242
2025-06-04 03:00:00+00:00,-0.33513936
2025-06-04 04:00:00+00:00,-0.33407852
2025-06-04 05:00:00+00:00,-0.33269194
2025-06-04 06:00:00+00:00,-0.3309447
2025-06-04 07:00:00+00:00,-0.32870516
2025-06-04 08:00:00+00:00,-0.325852
2025-06-04 09:00:00+00:00,-0.32226756
2025-06-04 10:00:00+00:00,-0.31783417
2025-06-04 11:00:00+00:00,-0.31235084
2025-06-04 12:00:00+00:00,-0.3055223
2025-06-04 13:00:00+00:00,-0.29698533
2025-06-04 14:00:00+00:00,-0.28625426
2025-06-04 15:00:00+00:00,-0.27287635
2025-06-04 16:00:00+00:00,-0.2561421
2025-06-04 17:00:00+00:00,-0.2353698
2025-06-04 18:00:00+00:00,-0.20892972
2025-06-04 19:00:00+00:00,-0.17438856
2025-06-04 20:00:00+00:00,-0.13296014
2025-06-04 21:00:00+00:00,-0.078156
2025-06-04 22:00:00+00:00,-0.010639057
2025-06-04 23:00:00+00:00,0.07438378
