time,sPMV,baseline,flexibility_below,flexibility_above,energy_average,t_r,rh_r,hour,day_of_week,is_weekend,synthetic_baseline,synthetic_flexibility_above,synthetic_flexibility_below,co2_ppm,forecasted_sPMV,synthetic_t_r,synthetic_rh_r,synthetic_energy
2024-07-01 00:00:00+00:00,1.04,94.4852,85.66080000000002,102.6772,93.47,27.94907704863507,52.91548844225626,0,0,0,1,1,1,588.1191651351635,-0.33064523,,,
2024-07-01 01:00:00+00:00,0.96,97.83586666666666,82.6968,130.81680000000003,88.27,27.66991452083332,53.50716688369443,1,0,0,1,1,1,471.2931913874047,-0.33100897,,,
2024-07-01 02:00:00+00:00,0.92,92.25533333333333,82.66040000000001,113.2036,86.17,27.557936830752045,53.64547300211704,2,0,0,1,1,1,482.7214505395716,-0.3320476,,,
2024-07-01 03:00:00+00:00,0.91,85.38310000000001,80.68800000000005,90.31239999999998,97.97,27.516802974166588,53.772444438777775,3,0,0,1,1,1,490.607511290702,-0.33178127,,,
2024-07-01 04:00:00+00:00,0.9,85.30436666666668,81.40560000000004,89.46440000000001,99.33,27.48219191722218,53.82179580286109,4,0,0,1,1,1,502.8781061470563,-0.3305371,,,
2024-07-01 05:00:00+00:00,0.99,124.93046666666667,82.99799999999999,170.81839999999997,88.83,27.789025190333334,52.93413327530556,5,0,0,1,1,1,615.1827761496057,-0.32890335,,,
2024-07-01 06:00:00+00:00,0.95,255.8819,129.05799999999996,494.6155999999997,242.3,27.63524544519436,53.16874873883333,6,0,0,1,1,1,608.1015094747389,-0.32686678,,,
2024-07-01 07:00:00+00:00,0.91,236.0711,138.1448,367.0572,157.53,27.52966201919214,53.31964512969355,7,0,0,1,1,1,826.5988192869397,-0.32432035,,,
2024-07-01 08:00:00+00:00,0.91,220.3753,108.93079999999998,447.3540000000001,109.73,27.51208132177772,53.24217203980556,8,0,0,1,1,1,953.6646577795073,-0.3211523,,,
2024-07-01 09:00:00+00:00,0.89,180.36791666666667,104.35083333333336,329.7991666666667,99.15,27.43352532986107,53.4970159105278,9,0,0,1,1,1,1032.5174162388405,-0.31723425,,,
2024-07-01 10:00:00+00:00,0.88,205.3545333333333,106.22,354.7896,222.77,27.39897058391673,53.66565727655554,10,0,0,1,1,1,1120.147496778808,-0.312424,,,
2024-07-01 11:00:00+00:00,0.88,209.55793333333327,116.8992,349.3323999999999,750.32,27.41983138813893,53.65788004147219,11,0,0,1,1,1,1232.3677733773552,-0.30653623,,,
2024-07-01 12:00:00+00:00,0.94,168.4481,105.6968,273.98960000000005,103.3,27.62503871441661,53.30370811888885,12,0,0,1,1,1,1157.15378363559,-0.2992872,,,
2024-07-01 13:00:00+00:00,0.95,148.59836666666666,88.9136,288.3108,90.0,27.63883159419444,53.50276809266663,13,0,0,1,1,1,1179.7626697171206,-0.29034677,,,
2024-07-01 14:00:00+00:00,0.94,176.0522,108.74880000000002,272.6008,411.65,27.584526390083308,54.14271352575001,14,0,0,1,1,1,1076.1287869092323,-0.27925602,,,
