time,energy_average,baseline,flexibility_above,flexibility_below
2025-06-04 00:00:00+00:00,0.0,85.9325,105.33,57.1
2025-06-04 01:00:00+00:00,0.0,97.19250000000001,108.48,82.42
2025-06-04 02:00:00+00:00,0.0,181.45000000000002,321.37,84.6
2025-06-04 03:00:00+00:00,0.0,170.58999999999997,228.82,63.35
2025-06-04 04:00:00+00:00,0.0,199.54500000000002,254.92,168.48
2025-06-04 05:00:00+00:00,0.0,146.85,188.27,118.67
2025-06-04 06:00:00+00:00,0.0,137.815,166.02,98.9
2025-06-04 07:00:00+00:00,0.0,368.7325,1104.45,88.23
2025-06-04 08:00:00+00:00,0.0,220.395,430.42,71.48
2025-06-04 09:00:00+00:00,0.0,141.805,161.93,115.2
2025-06-04 10:00:00+00:00,0.0,103.86250000000001,120.13,73.63
2025-06-04 11:00:00+00:00,0.0,106.78,131.32,90.62
2025-06-04 12:00:00+00:00,0.0,116.0675,144.32,87.1
2025-06-04 13:00:00+00:00,0.0,86.5825,106.3,71.52
2025-06-04 14:00:00+00:00,0.0,95.22,102.28,82.57
2025-06-04 15:00:00+00:00,0.0,146.6225,332.63,73.72
2025-06-04 16:00:00+00:00,0.0,191.38,224.82,163.78
2025-06-04 17:00:00+00:00,0.0,173.74249999999998,198.38,149.95
2025-06-04 18:00:00+00:00,0.0,166.635,180.92,158.15
2025-06-04 19:00:00+00:00,0.0,125.9275,154.52,102.27
2025-06-04 20:00:00+00:00,0.0,112.855,170.12,89.6
2025-06-04 21:00:00+00:00,0.0,83.69250000000001,103.27,64.65
2025-06-04 22:00:00+00:00,0.0,94.1425,106.37,62.1
2025-06-04 23:00:00+00:00,0.0,85.45750000000001,98.02,66.13
